"source","lib1","sink","lib2"
"effectiveAuthConfig(...)","com.github.dockerjava.core.DockerClientConfig","encode(...)","com.google.common.io.BaseEncoding"
"effectiveAuthConfig(...)","com.github.dockerjava.core.DockerClientConfig","writeValueAsString(...)","com.fasterxml.jackson.databind.ObjectMapper"
"createPushImageCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"get(...)","com.google.common.base.Optional<String>","withTag(...)","com.github.dockerjava.api.command.PushImageCmd"
"createSaveImageCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createCreateImageCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createLoadImageCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createSearchImagesCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"new RemoveImageCmdImpl(...)","com.github.dockerjava.core.command.RemoveImageCmdImpl","debug(...)","org.slf4j.Logger"
"createRemoveImageCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"new ListImagesCmdImpl(...)","com.github.dockerjava.core.command.ListImagesCmdImpl","debug(...)","org.slf4j.Logger"
"createListImagesCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"new InspectImageCmdImpl(...)","com.github.dockerjava.core.command.InspectImageCmdImpl","debug(...)","org.slf4j.Logger"
"createInspectImageCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createListContainersCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"new CreateContainerCmdImpl(...)","com.github.dockerjava.core.command.CreateContainerCmdImpl","debug(...)","org.slf4j.Logger"
"new CreateContainerCmdImpl(...)","com.github.dockerjava.core.command.CreateContainerCmdImpl","entity(...)","javax.ws.rs.client.Entity"
"new CreateContainerCmdImpl(...)","com.github.dockerjava.core.command.CreateContainerCmdImpl","writeValueAsBytes(...)","com.fasterxml.jackson.databind.ObjectMapper"
"new CreateContainerCmdImpl(...)","com.github.dockerjava.core.command.CreateContainerCmdImpl","copiedBuffer(...)","io.netty.buffer.Unpooled"
"createCreateContainerCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"new StartContainerCmdImpl(...)","com.github.dockerjava.core.command.StartContainerCmdImpl","debug(...)","org.slf4j.Logger"
"new StartContainerCmdImpl(...)","com.github.dockerjava.core.command.StartContainerCmdImpl","writeValueAsBytes(...)","com.fasterxml.jackson.databind.ObjectMapper"
"new StartContainerCmdImpl(...)","com.github.dockerjava.core.command.StartContainerCmdImpl","copiedBuffer(...)","io.netty.buffer.Unpooled"
"createStartContainerCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"new InspectContainerCmdImpl(...)","com.github.dockerjava.core.command.InspectContainerCmdImpl","debug(...)","org.slf4j.Logger"
"createInspectContainerCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createExecCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"new RemoveContainerCmdImpl(...)","com.github.dockerjava.core.command.RemoveContainerCmdImpl","debug(...)","org.slf4j.Logger"
"createRemoveContainerCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createWaitContainerCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createAttachContainerCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createExecStartCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createInspectExecCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createLogContainerCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createCopyFileFromContainerCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createCopyArchiveFromContainerCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createCopyArchiveToContainerCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createContainerDiffCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"new StopContainerCmdImpl(...)","com.github.dockerjava.core.command.StopContainerCmdImpl","debug(...)","org.slf4j.Logger"
"createStopContainerCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createKillContainerCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createUpdateContainerCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createRenameContainerCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createRestartContainerCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createCommitCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createBuildImageCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createBuildImageCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createBuildImageCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createTopContainerCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"new TagImageCmdImpl(...)","com.github.dockerjava.core.command.TagImageCmdImpl","debug(...)","org.slf4j.Logger"
"createTagImageCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"new PauseContainerCmdImpl(...)","com.github.dockerjava.core.command.PauseContainerCmdImpl","debug(...)","org.slf4j.Logger"
"createPauseContainerCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"new UnpauseContainerCmdImpl(...)","com.github.dockerjava.core.command.UnpauseContainerCmdImpl","debug(...)","org.slf4j.Logger"
"createUnpauseContainerCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createEventsCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createStatsCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createCreateVolumeCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createInspectVolumeCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createRemoveVolumeCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createListVolumesCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createListNetworksCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createInspectNetworkCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createCreateNetworkCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createRemoveNetworkCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createConnectToNetworkCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createDisconnectFromNetworkCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createInitializeSwarmCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createInspectSwarmCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createJoinSwarmCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createLeaveSwarmCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createUpdateSwarmCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"updateSwarmNodeCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"listSwarmNodeCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createListServicesCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createCreateServiceCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createInspectServiceCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createUpdateServiceCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"createRemoveServiceCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"logSwarmObjectExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"logSwarmObjectExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"pruneCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"listTasksCmdExec(...)","com.github.dockerjava.api.command.DockerCmdExecFactory","checkNotNull(...)","com.google.common.base.Preconditions"
"new (...)","<anonymous class>","readValue(...)","com.fasterxml.jackson.databind.ObjectMapper"
"getRegistryAddress(...)","com.github.dockerjava.api.model.AuthConfig","put(...)","java.util.Map<String,AuthConfig>"
"convertToHostname(...)","com.github.dockerjava.core.DockerConfigFile","equals(...)","java.lang.String"
"new AuthConfigurations(...)","com.github.dockerjava.api.model.AuthConfigurations","valueToTree(...)","com.fasterxml.jackson.databind.ObjectMapper"
"new AuthConfigurations(...)","com.github.dockerjava.api.model.AuthConfigurations","writeValueAsString(...)","com.fasterxml.jackson.databind.ObjectMapper"
"new AuthConfigurations(...)","com.github.dockerjava.api.model.AuthConfigurations","encode(...)","com.google.common.io.BaseEncoding"
"new AuthConfigurations(...)","com.github.dockerjava.api.model.AuthConfigurations","valueToTree(...)","com.fasterxml.jackson.databind.ObjectMapper"
"new AuthConfigurations(...)","com.github.dockerjava.api.model.AuthConfigurations","writeValueAsString(...)","com.fasterxml.jackson.databind.ObjectMapper"
"new AuthConfigurations(...)","com.github.dockerjava.api.model.AuthConfigurations","encode(...)","com.google.common.io.BaseEncoding"
"readLines(...)","org.apache.commons.io.FileUtils","withAuth(...)","com.github.dockerjava.api.model.AuthConfig"
"readLines(...)","org.apache.commons.io.FileUtils","withEmail(...)","com.github.dockerjava.api.model.AuthConfig"
"new AuthConfig(...)","com.github.dockerjava.api.model.AuthConfig","new HashMap<String,AuthConfig>(...)","java.util.HashMap<String,AuthConfig>"
"new AuthConfig(...)","com.github.dockerjava.api.model.AuthConfig","singletonMap(...)","java.util.Collections"
"readValue(...)","com.fasterxml.jackson.databind.ObjectMapper","put(...)","java.util.Map<String,AuthConfig>"
"readValue(...)","com.fasterxml.jackson.databind.ObjectMapper","new PullImageCmdImpl(...)","com.github.dockerjava.core.command.PullImageCmdImpl"
"readValue(...)","com.fasterxml.jackson.databind.ObjectMapper","new PushImageCmdImpl(...)","com.github.dockerjava.core.command.PushImageCmdImpl"
"readValue(...)","com.fasterxml.jackson.databind.ObjectMapper","withAuthConfig(...)","com.github.dockerjava.api.command.PushImageCmd"
"readValue(...)","com.fasterxml.jackson.databind.ObjectMapper","new CreateContainerCmdImpl(...)","com.github.dockerjava.core.command.CreateContainerCmdImpl"
"readValue(...)","com.fasterxml.jackson.databind.ObjectMapper","addConfig(...)","com.github.dockerjava.api.model.AuthConfigurations"
"readValue(...)","com.fasterxml.jackson.databind.ObjectMapper","decodeAuth(...)","com.github.dockerjava.core.DockerConfigFile"
"readValue(...)","com.fasterxml.jackson.databind.ObjectMapper","new DockerConfigFile(...)","com.github.dockerjava.core.DockerConfigFile"
"readValue(...)","com.fasterxml.jackson.databind.ObjectMapper","withAuthConfig(...)","com.github.dockerjava.core.command.CreateContainerCmdImpl"
"readValue(...)","com.fasterxml.jackson.databind.ObjectMapper","withAuthConfig(...)","com.github.dockerjava.core.command.PullImageCmdImpl"
"readValue(...)","com.fasterxml.jackson.databind.ObjectMapper","withAuthConfig(...)","com.github.dockerjava.core.command.PushImageCmdImpl"
"readValue(...)","com.fasterxml.jackson.databind.ObjectMapper","encode(...)","com.google.common.io.BaseEncoding"
"readValue(...)","com.fasterxml.jackson.databind.ObjectMapper","encode(...)","com.google.common.io.BaseEncoding"
"readValue(...)","com.fasterxml.jackson.databind.ObjectMapper","registryAuth(...)","com.github.dockerjava.core.exec.AbstrDockerCmdExec"
"readValue(...)","com.fasterxml.jackson.databind.ObjectMapper","resourceWithAuthConfig(...)","com.github.dockerjava.core.exec.AbstrDockerCmdExec"
"readValue(...)","com.fasterxml.jackson.databind.ObjectMapper","resourceWithOptionalAuthConfig(...)","com.github.dockerjava.core.exec.AbstrDockerCmdExec"
"readValue(...)","com.fasterxml.jackson.databind.ObjectMapper","encode(...)","com.google.common.io.BaseEncoding"
"readValue(...)","com.fasterxml.jackson.databind.ObjectMapper","registryAuth(...)","com.github.dockerjava.jaxrs.AbstrDockerCmdExec"
"readValue(...)","com.fasterxml.jackson.databind.ObjectMapper","resourceWithAuthConfig(...)","com.github.dockerjava.jaxrs.AbstrDockerCmdExec"
"readValue(...)","com.fasterxml.jackson.databind.ObjectMapper","encode(...)","com.google.common.io.BaseEncoding"
"readValue(...)","com.fasterxml.jackson.databind.ObjectMapper","resourceWithOptionalAuthConfig(...)","com.github.dockerjava.jaxrs.AbstrDockerCmdExec"
"getRegistryAddress(...)","com.github.dockerjava.api.model.AuthConfig","singletonMap(...)","java.util.Collections"
"decodeBase64(...)","org.apache.commons.codec.binary.Base64","new String(...)","java.lang.String"
"decodeBase64(...)","org.apache.commons.codec.binary.Base64","withUsername(...)","com.github.dockerjava.api.model.AuthConfig"
"decodeBase64(...)","org.apache.commons.codec.binary.Base64","withPassword(...)","com.github.dockerjava.api.model.AuthConfig"
"getAuth(...)","com.github.dockerjava.api.model.AuthConfig","new String(...)","java.lang.String"
"getAuth(...)","com.github.dockerjava.api.model.AuthConfig","decodeBase64(...)","org.apache.commons.codec.binary.Base64"
"appendChunkPattern(...)","com.github.dockerjava.core.GoLangFileMatch","compile(...)","java.util.regex.Pattern"
"appendChunkPattern(...)","com.github.dockerjava.core.GoLangFileMatch","append(...)","java.lang.StringBuilder"
"quote(...)","com.github.dockerjava.core.GoLangFileMatch","append(...)","java.lang.StringBuilder"
"quote(...)","com.github.dockerjava.core.GoLangFileMatch","compile(...)","java.util.regex.Pattern"
"quote(...)","com.github.dockerjava.core.GoLangFileMatch","append(...)","java.lang.StringBuilder"
"quote(...)","com.github.dockerjava.core.GoLangFileMatch","compile(...)","java.util.regex.Pattern"
"quote(...)","com.github.dockerjava.core.GoLangFileMatch","append(...)","java.lang.StringBuilder"
"quote(...)","com.github.dockerjava.core.GoLangFileMatch","append(...)","java.lang.StringBuilder"
"quote(...)","com.github.dockerjava.core.GoLangFileMatch","append(...)","java.lang.StringBuilder"
"quote(...)","com.github.dockerjava.core.GoLangFileMatch","compile(...)","java.util.regex.Pattern"
"quote(...)","com.github.dockerjava.core.GoLangFileMatch","append(...)","java.lang.StringBuilder"
"quote(...)","com.github.dockerjava.core.GoLangFileMatch","compile(...)","java.util.regex.Pattern"
"quote(...)","com.github.dockerjava.core.GoLangFileMatch","append(...)","java.lang.StringBuilder"
"quote(...)","com.github.dockerjava.core.GoLangFileMatch","append(...)","java.lang.StringBuilder"
"quote(...)","com.github.dockerjava.core.GoLangFileMatch","compile(...)","java.util.regex.Pattern"
"quote(...)","com.github.dockerjava.core.GoLangFileMatch","append(...)","java.lang.StringBuilder"
"quote(...)","com.github.dockerjava.core.GoLangFileMatch","append(...)","java.lang.StringBuilder"
"quote(...)","com.github.dockerjava.core.GoLangFileMatch","compile(...)","java.util.regex.Pattern"
"quote(...)","com.github.dockerjava.core.GoLangFileMatch","append(...)","java.lang.StringBuilder"
"quote(...)","com.github.dockerjava.core.GoLangFileMatch","compile(...)","java.util.regex.Pattern"
"quote(...)","com.github.dockerjava.core.GoLangFileMatch","append(...)","java.lang.StringBuilder"
"quote(...)","com.github.dockerjava.core.GoLangFileMatch","compile(...)","java.util.regex.Pattern"
"quote(...)","com.github.dockerjava.core.GoLangFileMatch","append(...)","java.lang.StringBuilder"
"relativize(...)","com.github.dockerjava.core.util.FilePathUtil","matcher(...)","java.util.regex.Pattern"
"new (...)","<anonymous class>","init(...)","javax.net.ssl.SSLContext"
"getSystemProperty(...)","com.github.dockerjava.core.LocalDirectorySSLConfig","doPrivileged(...)","java.security.AccessController"
"getSystemProperty(...)","com.github.dockerjava.core.LocalDirectorySSLConfig","doPrivileged(...)","java.security.AccessController"
"new BouncyCastleProvider(...)","org.bouncycastle.jce.provider.BouncyCastleProvider","addProvider(...)","java.security.Security"
"createKeyStore(...)","com.github.dockerjava.core.util.CertificateUtils","init(...)","javax.net.ssl.KeyManagerFactory"
"createTrustStore(...)","com.github.dockerjava.core.util.CertificateUtils","init(...)","javax.net.ssl.TrustManagerFactory"
"new (...)","<anonymous class>","doPrivileged(...)","java.security.AccessController"
"new (...)","<anonymous class>","doPrivileged(...)","java.security.AccessController"
"substringBeforeLast(...)","org.apache.commons.lang.StringUtils","new InvalidRepositoryNameException(...)","com.github.dockerjava.core.exception.InvalidRepositoryNameException"
"substringBeforeLast(...)","org.apache.commons.lang.StringUtils","format(...)","java.lang.String"
"substringBeforeLast(...)","org.apache.commons.lang.StringUtils","new InvalidRepositoryNameException(...)","com.github.dockerjava.core.exception.InvalidRepositoryNameException"
"substringBeforeLast(...)","org.apache.commons.lang.StringUtils","format(...)","java.lang.String"
"substringBeforeLast(...)","org.apache.commons.lang.StringUtils","matcher(...)","java.util.regex.Pattern"
"substringBeforeLast(...)","org.apache.commons.lang.StringUtils","new InvalidRepositoryNameException(...)","com.github.dockerjava.core.exception.InvalidRepositoryNameException"
"substringBeforeLast(...)","org.apache.commons.lang.StringUtils","format(...)","java.lang.String"
"substringBeforeLast(...)","org.apache.commons.lang.StringUtils","validateRepoName(...)","com.github.dockerjava.core.NameParser"
"substringBeforeLast(...)","org.apache.commons.lang.StringUtils","new HostnameReposName(...)","com.github.dockerjava.core.NameParser$HostnameReposName"
"substringBeforeLast(...)","org.apache.commons.lang.StringUtils","super(...)","java.lang.IllegalArgumentException"
"new (...)","<anonymous class>","equals(...)","com.github.dockerjava.core.RemoteApiVersion"
"new (...)","<anonymous class>","equals(...)","com.github.dockerjava.core.RemoteApiVersion"
"new RemoteApiVersion(...)","com.github.dockerjava.core.RemoteApiVersion","toStringHelper(...)","com.google.common.base.MoreObjects"
"create(...)","com.github.dockerjava.core.RemoteApiVersion","toStringHelper(...)","com.google.common.base.MoreObjects"
"toString(...)","com.google.common.base.MoreObjects$ToStringHelper","appendText(...)","org.hamcrest.Description"
"readFrame(...)","com.github.dockerjava.core.command.FrameReader","add(...)","java.util.List<Frame>"
"readFrame(...)","com.github.dockerjava.core.command.FrameReader","add(...)","java.util.List<Frame>"
"treeToValue(...)","com.fasterxml.jackson.databind.ObjectMapper","reflectionToString(...)","org.apache.commons.lang.builder.ToStringBuilder"
"treeToValue(...)","com.fasterxml.jackson.databind.ObjectMapper","reflectionToString(...)","org.apache.commons.lang.builder.ToStringBuilder"
"treeToValue(...)","com.fasterxml.jackson.databind.ObjectMapper","onResult(...)","com.github.dockerjava.core.InvocationBuilder$AsyncResultCallback"
"treeToValue(...)","com.fasterxml.jackson.databind.ObjectMapper","onNext(...)","com.github.dockerjava.api.async.ResultCallback<T>"
"treeToValue(...)","com.fasterxml.jackson.databind.ObjectMapper","checkForDockerSwarmResponse(...)","com.github.dockerjava.core.command.PullImageResultCallback"
"treeToValue(...)","com.fasterxml.jackson.databind.ObjectMapper","handleDockerSwarmResponse(...)","com.github.dockerjava.core.command.PullImageResultCallback"
"treeToValue(...)","com.fasterxml.jackson.databind.ObjectMapper","handleDockerClientResponse(...)","com.github.dockerjava.core.command.PullImageResultCallback"
"treeToValue(...)","com.fasterxml.jackson.databind.ObjectMapper","put(...)","java.util.Map<String,PullResponseItem>"
"treeToValue(...)","com.fasterxml.jackson.databind.ObjectMapper","onNext(...)","com.github.dockerjava.api.async.ResultCallback<A_RES_T>"
"treeToValue(...)","com.fasterxml.jackson.databind.ObjectMapper","add(...)","java.util.List<Frame>"
"exec(...)","com.github.dockerjava.api.command.DockerCmdSyncExec<CMD_T,RES_T>","reflectionToString(...)","org.apache.commons.lang.builder.ToStringBuilder"
"exec(...)","com.github.dockerjava.api.command.DockerCmdSyncExec<CMD_T,RES_T>","assertThat(...)","org.hamcrest.MatcherAssert"
"writeValueAsString(...)","com.fasterxml.jackson.databind.ObjectMapper","encodeBase64String(...)","org.apache.commons.codec.binary.Base64"
"toString(...)","com.github.dockerjava.api.model.Frame","debug(...)","org.slf4j.Logger"
"relativize(...)","com.github.dockerjava.core.util.FilePathUtil","equals(...)","java.lang.String"
"relativize(...)","com.github.dockerjava.core.util.FilePathUtil","equals(...)","java.lang.String"
"relativize(...)","com.github.dockerjava.core.util.FilePathUtil","queryParam(...)","javax.ws.rs.client.WebTarget"
"buildDockerFolderTar(...)","com.github.dockerjava.core.dockerfile.Dockerfile$ScannedResult","checkNotNull(...)","com.google.common.base.Preconditions"
"buildDockerFolderTar(...)","com.github.dockerjava.core.dockerfile.Dockerfile$ScannedResult","entity(...)","javax.ws.rs.client.Entity"
"buildDockerFolderTar(...)","com.github.dockerjava.core.dockerfile.Dockerfile$ScannedResult","new ChunkedStream(...)","io.netty.handler.stream.ChunkedStream"
"buildDockerFolderTar(...)","com.github.dockerjava.core.dockerfile.Dockerfile$ScannedResult","new BufferedInputStream(...)","java.io.BufferedInputStream"
"toString(...)","com.github.dockerjava.api.model.ResponseItem","debug(...)","org.slf4j.Logger"
"getImageId(...)","com.github.dockerjava.core.command.BuildImageResultCallback","checkNotNull(...)","com.google.common.base.Preconditions"
"getImageId(...)","com.github.dockerjava.core.command.BuildImageResultCallback","checkNotNull(...)","com.google.common.base.Preconditions"
"withIpamConfig(...)","com.github.dockerjava.api.model.ContainerNetwork","singletonMap(...)","java.util.Collections"
"new ContainerNetwork(...)","com.github.dockerjava.api.model.ContainerNetwork","singletonMap(...)","java.util.Collections"
"new ContainerNetwork(...)","com.github.dockerjava.api.model.ContainerNetwork","singletonMap(...)","java.util.Collections"
"new ContainerNetwork(...)","com.github.dockerjava.api.model.ContainerNetwork","singletonMap(...)","java.util.Collections"
"getNetworkMode(...)","com.github.dockerjava.api.model.HostConfig","singletonMap(...)","java.util.Collections"
"build(...)","com.github.dockerjava.core.util.FiltersBuilder","writeValueAsString(...)","com.fasterxml.jackson.databind.ObjectMapper"
"build(...)","com.github.dockerjava.core.util.FiltersBuilder","escape(...)","com.google.common.escape.Escaper"
"toString(...)","com.github.dockerjava.api.model.Event","debug(...)","org.slf4j.Logger"
"getPayload(...)","com.github.dockerjava.api.model.Frame","write(...)","java.io.OutputStream"
"getPayload(...)","com.github.dockerjava.api.model.Frame","write(...)","java.io.OutputStream"
"getStreamType(...)","com.github.dockerjava.api.model.Frame","error(...)","org.slf4j.Logger"
"toString(...)","com.github.dockerjava.api.model.Frame","debug(...)","org.slf4j.Logger"
"new Frame(...)","com.github.dockerjava.api.model.Frame","add(...)","java.util.List<Frame>"
"new Frame(...)","com.github.dockerjava.api.model.Frame","add(...)","java.util.List<Frame>"
"new Frame(...)","com.github.dockerjava.api.model.Frame","add(...)","java.util.List<Frame>"
"exec(...)","com.github.dockerjava.core.command.AbstrDockerCmd<InspectImageCmd,InspectImageResponse>","reflectionToString(...)","org.apache.commons.lang.builder.ToStringBuilder"
"exec(...)","com.github.dockerjava.core.command.AbstrDockerCmd<InspectImageCmd,InspectImageResponse>","assertThat(...)","org.hamcrest.MatcherAssert"
"build(...)","com.github.dockerjava.core.util.FiltersBuilder","writeValueAsString(...)","com.fasterxml.jackson.databind.ObjectMapper"
"build(...)","com.github.dockerjava.core.util.FiltersBuilder","escape(...)","com.google.common.escape.Escaper"
"build(...)","com.github.dockerjava.core.util.FiltersBuilder","writeValueAsString(...)","com.fasterxml.jackson.databind.ObjectMapper"
"build(...)","com.github.dockerjava.core.util.FiltersBuilder","escape(...)","com.google.common.escape.Escaper"
"build(...)","com.github.dockerjava.core.util.FiltersBuilder","writeValueAsString(...)","com.fasterxml.jackson.databind.ObjectMapper"
"build(...)","com.github.dockerjava.core.util.FiltersBuilder","escape(...)","com.google.common.escape.Escaper"
"build(...)","com.github.dockerjava.core.util.FiltersBuilder","writeValueAsString(...)","com.fasterxml.jackson.databind.ObjectMapper"
"build(...)","com.github.dockerjava.core.util.FiltersBuilder","escape(...)","com.google.common.escape.Escaper"
"build(...)","com.github.dockerjava.core.util.SwarmNodesFiltersBuilder","writeValueAsString(...)","com.fasterxml.jackson.databind.ObjectMapper"
"build(...)","com.github.dockerjava.core.util.SwarmNodesFiltersBuilder","escape(...)","com.google.common.escape.Escaper"
"build(...)","com.github.dockerjava.core.util.FiltersBuilder","writeValueAsString(...)","com.fasterxml.jackson.databind.ObjectMapper"
"build(...)","com.github.dockerjava.core.util.FiltersBuilder","escape(...)","com.google.common.escape.Escaper"
"getValue(...)","com.github.dockerjava.api.model.TaskState","put(...)","java.util.Map<String,List<String>>"
"getValue(...)","com.github.dockerjava.api.model.TaskState","asList(...)","java.util.Arrays"
"build(...)","com.github.dockerjava.core.util.FiltersBuilder","writeValueAsString(...)","com.fasterxml.jackson.databind.ObjectMapper"
"build(...)","com.github.dockerjava.core.util.FiltersBuilder","escape(...)","com.google.common.escape.Escaper"
"toString(...)","com.github.dockerjava.api.model.Frame","debug(...)","org.slf4j.Logger"
